ST 1(x),ST 2(y),Rank,Overlap,Overlap/ST 1,ST 1 RCs,ST 2 RCs
WrittenInfo,TopicsCategories,24,5,0.3%,1909,1456
WrittenInfo,EconomicSystems,13,311,16.3%,1909,1159
WrittenInfo,EmergentKnowledge,22,15,0.8%,1909,179
WrittenInfo,InquiryMethods,26,1,0.1%,1909,652
WrittenInfo,LearningProcesses,16,123,6.4%,1909,1799
WrittenInfo,SocialSystems,10,594,31.1%,1909,5524
WrittenInfo,Society,13,289,15.1%,1909,4486
WrittenInfo,Artifacts,3,1659,86.9%,1909,30947
WrittenInfo,FoodDrink,none,0,0.0%,1909,2175
WrittenInfo,Facilities,none,0,0.0%,1909,2063
WrittenInfo,Products,7,926,48.5%,1909,25534
WrittenInfo,PrimarySectorProduct,22,17,0.9%,1909,3383
WrittenInfo,SecondarySectorProduct,7,844,44.2%,1909,19662
WrittenInfo,TertiarySectorService,17,91,4.8%,1909,3258
WrittenInfo,Drugs,none,0,0.0%,1909,1701
StructuredInfo,Times,none,0,0.0%,2108,560
StructuredInfo,TimeTypes,11,533,25.3%,2108,8142
StructuredInfo,EventTypes,11,533,25.3%,2108,7679
StructuredInfo,Chemistry,none,0,0.0%,2108,881
StructuredInfo,NaturalMatter,none,0,0.0%,2108,2675
StructuredInfo,AtomsElements,none,0,0.0%,2108,508
StructuredInfo,NaturalSubstances,none,0,0.0%,2108,1796
StructuredInfo,ActionTypes,14,303,14.4%,2108,9514
StructuredInfo,SituationTypes,22,14,0.7%,2108,7049
StructuredInfo,LocationPlace,none,0,0.0%,2108,4396
StructuredInfo,AreaRegion,none,0,0.0%,2108,2079
StructuredInfo,Places,none,0,0.0%,2108,8063
StructuredInfo,SpaceTypes,5,1292,61.3%,2108,33756
StructuredInfo,Forms,22,20,0.9%,2108,9159
StructuredInfo,Shapes,13,373,17.7%,2108,14707
StructuredInfo,NaturalPhenomena,none,0,0.0%,2108,959
StructuredInfo,Information,1.1,---,---,2108,6050
StructuredInfo,VisualInfo,13,407,19.3%,2108,1085
StructuredInfo,AVInfo,13,407,19.3%,2108,1526
StructuredInfo,WrittenInfo,4,1611,76.4%,2108,1909
StructuredInfo,StructuredInfo,0,---,---,2108,2108
StructuredInfo,AudioInfo,none,0,0.0%,2108,453
StructuredInfo,OrganicChemistry,none,0,0.0%,2108,929
StructuredInfo,LivingThings,none,0,0.0%,2108,11013
StructuredInfo,Eukaryotes,none,0,0.0%,2108,9593
StructuredInfo,Plants,none,0,0.0%,2108,2303
StructuredInfo,Animals,none,0,0.0%,2108,7087
StructuredInfo,OrganicMatter,none,0,0.0%,2108,21374
StructuredInfo,Persons,none,0,0.0%,2108,3641
StructuredInfo,Agents,none,0,0.0%,2108,8662
StructuredInfo,Diseases,none,0,0.0%,2108,922
StructuredInfo,Organizations,none,0,0.0%,2108,4848
StructuredInfo,ProtistsFungus,none,0,0.0%,2108,187
StructuredInfo,BiologicalProcesses,none,0,0.0%,2108,295
StructuredInfo,Geopolitical,none,0,0.0%,2108,2049
StructuredInfo,Prokaryotes,none,0,0.0%,2108,273
StructuredInfo,TopicsCategories,24,6,0.3%,2108,1456
StructuredInfo,EconomicSystems,14,313,14.8%,2108,1159
StructuredInfo,EmergentKnowledge,19,54,2.6%,2108,179
StructuredInfo,InquiryMethods,25,5,0.2%,2108,652
StructuredInfo,LearningProcesses,16,126,6.0%,2108,1799
StructuredInfo,SocialSystems,11,571,27.1%,2108,5524
StructuredInfo,Society,14,265,12.6%,2108,4486
StructuredInfo,Artifacts,3,1815,86.1%,2108,30947
StructuredInfo,FoodDrink,none,0,0.0%,2108,2175
StructuredInfo,Facilities,none,0,0.0%,2108,2063
StructuredInfo,Products,8,880,41.7%,2108,25534
StructuredInfo,PrimarySectorProduct,22,16,0.8%,2108,3383
StructuredInfo,SecondarySectorProduct,9,793,37.6%,2108,19662
StructuredInfo,TertiarySectorService,17,96,4.6%,2108,3258
StructuredInfo,Drugs,none,0,0.0%,2108,1701
AudioInfo,Times,none,0,0.0%,453,560
AudioInfo,TimeTypes,3,399,88.1%,453,8142
AudioInfo,EventTypes,3,399,88.1%,453,7679
AudioInfo,Chemistry,none,0,0.0%,453,881
AudioInfo,NaturalMatter,none,0,0.0%,453,2675
AudioInfo,AtomsElements,none,0,0.0%,453,508
AudioInfo,NaturalSubstances,none,0,0.0%,453,1796
AudioInfo,ActionTypes,18,14,3.1%,453,9514
AudioInfo,SituationTypes,25,1,0.2%,453,7049
AudioInfo,LocationPlace,none,0,0.0%,453,4396
AudioInfo,AreaRegion,none,0,0.0%,453,2079
AudioInfo,Places,none,0,0.0%,453,8063
AudioInfo,SpaceTypes,2,416,91.8%,453,33756
AudioInfo,Forms,none,0,0.0%,453,9159
AudioInfo,Shapes,19,9,2.0%,453,14707
AudioInfo,NaturalPhenomena,3,395,87.2%,453,959
AudioInfo,Information,1.1,---,---,453,6050
AudioInfo,VisualInfo,17,22,4.9%,453,1085
AudioInfo,AVInfo,1.1,---,---,453,1526
AudioInfo,WrittenInfo,none,0,0.0%,453,1909
AudioInfo,StructuredInfo,none,0,0.0%,453,2108
AudioInfo,AudioInfo,0,---,---,453,453
AudioInfo,OrganicChemistry,none,0,0.0%,453,929
AudioInfo,LivingThings,none,0,0.0%,453,11013
AudioInfo,Eukaryotes,none,0,0.0%,453,9593
AudioInfo,Plants,none,0,0.0%,453,2303
AudioInfo,Animals,none,0,0.0%,453,7087
AudioInfo,OrganicMatter,none,0,0.0%,453,21374
AudioInfo,Persons,none,0,0.0%,453,3641
AudioInfo,Agents,none,0,0.0%,453,8662
AudioInfo,Diseases,none,0,0.0%,453,922
AudioInfo,Organizations,none,0,0.0%,453,4848
AudioInfo,ProtistsFungus,none,0,0.0%,453,187
AudioInfo,BiologicalProcesses,none,0,0.0%,453,295
AudioInfo,Geopolitical,none,0,0.0%,453,2049
AudioInfo,Prokaryotes,none,0,0.0%,453,273
AudioInfo,TopicsCategories,none,0,0.0%,453,1456
AudioInfo,EconomicSystems,none,0,0.0%,453,1159
AudioInfo,EmergentKnowledge,none,0,0.0%,453,179
AudioInfo,InquiryMethods,24,2,0.4%,453,652
AudioInfo,LearningProcesses,22,4,0.9%,453,1799
AudioInfo,SocialSystems,none,0,0.0%,453,5524
AudioInfo,Society,none,0,0.0%,453,4486
AudioInfo,Artifacts,2,416,91.8%,453,30947
AudioInfo,FoodDrink,none,0,0.0%,453,2175
AudioInfo,Facilities,none,0,0.0%,453,2063
AudioInfo,Products,15,40,8.8%,453,25534
AudioInfo,PrimarySectorProduct,none,0,0.0%,453,3383
AudioInfo,SecondarySectorProduct,15,39,8.6%,453,19662
AudioInfo,TertiarySectorService,25,1,0.2%,453,3258
AudioInfo,Drugs,none,0,0.0%,453,1701
OrganicChemistry,Times,none,0,0.0%,929,560
OrganicChemistry,TimeTypes,10,293,31.5%,929,8142
OrganicChemistry,EventTypes,10,293,31.5%,929,7679
OrganicChemistry,Chemistry,17,47,5.1%,929,881
OrganicChemistry,NaturalMatter,17,48,5.2%,929,2675
OrganicChemistry,AtomsElements,26,1,0.1%,929,508
OrganicChemistry,NaturalSubstances,none,0,0.0%,929,1796
OrganicChemistry,ActionTypes,12,200,21.5%,929,9514
OrganicChemistry,SituationTypes,17,42,4.5%,929,7049
OrganicChemistry,LocationPlace,none,0,0.0%,929,4396
OrganicChemistry,AreaRegion,none,0,0.0%,929,2079
OrganicChemistry,Places,none,0,0.0%,929,8063
OrganicChemistry,SpaceTypes,5,579,62.3%,929,33756
OrganicChemistry,Forms,18,36,3.9%,929,9159
OrganicChemistry,Shapes,6,549,59.1%,929,14707
OrganicChemistry,NaturalPhenomena,25,2,0.2%,929,959
OrganicChemistry,Information,17,46,5.0%,929,6050
OrganicChemistry,VisualInfo,none,0,0.0%,929,1085
OrganicChemistry,AVInfo,none,0,0.0%,929,1526
OrganicChemistry,WrittenInfo,none,0,0.0%,929,1909
OrganicChemistry,StructuredInfo,none,0,0.0%,929,2108
OrganicChemistry,AudioInfo,none,0,0.0%,929,453
OrganicChemistry,OrganicChemistry,0,---,---,929,929
OrganicChemistry,LivingThings,13,143,15.4%,929,11013
OrganicChemistry,Eukaryotes,19,27,2.9%,929,9593
OrganicChemistry,Plants,19,27,2.9%,929,2303
OrganicChemistry,Animals,none,0,0.0%,929,7087
OrganicChemistry,OrganicMatter,1.1,---,---,929,21374
OrganicChemistry,Persons,none,0,0.0%,929,3641
OrganicChemistry,Agents,none,0,0.0%,929,8662
OrganicChemistry,Diseases,20,16,1.7%,929,922
OrganicChemistry,Organizations,none,0,0.0%,929,4848
OrganicChemistry,ProtistsFungus,none,0,0.0%,929,187
OrganicChemistry,BiologicalProcesses,1.1,---,---,929,295
OrganicChemistry,Geopolitical,none,0,0.0%,929,2049
OrganicChemistry,Prokaryotes,none,0,0.0%,929,273
OrganicChemistry,TopicsCategories,26,1,0.1%,929,1456
OrganicChemistry,EconomicSystems,none,0,0.0%,929,1159
OrganicChemistry,EmergentKnowledge,none,0,0.0%,929,179
OrganicChemistry,InquiryMethods,none,0,0.0%,929,652
OrganicChemistry,LearningProcesses,none,0,0.0%,929,1799
OrganicChemistry,SocialSystems,none,0,0.0%,929,5524
OrganicChemistry,Society,none,0,0.0%,929,4486
OrganicChemistry,Artifacts,5,602,64.8%,929,30947
OrganicChemistry,FoodDrink,18,34,3.7%,929,2175
OrganicChemistry,Facilities,none,0,0.0%,929,2063
OrganicChemistry,Products,5,602,64.8%,929,25534
OrganicChemistry,PrimarySectorProduct,5,602,64.8%,929,3383
OrganicChemistry,SecondarySectorProduct,14,123,13.2%,929,19662
OrganicChemistry,TertiarySectorService,none,0,0.0%,929,3258
OrganicChemistry,Drugs,14,108,11.6%,929,1701
LivingThings,Times,none,0,0.0%,11013,560
LivingThings,TimeTypes,22,87,0.8%,11013,8142
LivingThings,EventTypes,22,87,0.8%,11013,7679
LivingThings,Chemistry,none,0,0.0%,11013,881
LivingThings,NaturalMatter,none,0,0.0%,11013,2675
LivingThings,AtomsElements,none,0,0.0%,11013,508
LivingThings,NaturalSubstances,none,0,0.0%,11013,1796
LivingThings,ActionTypes,17,654,5.9%,11013,9514
LivingThings,SituationTypes,14,1423,12.9%,11013,7049
LivingThings,LocationPlace,none,0,0.0%,11013,4396
LivingThings,AreaRegion,none,0,0.0%,11013,2079
LivingThings,Places,none,0,0.0%,11013,8063
LivingThings,SpaceTypes,2,10710,97.2%,11013,33756
LivingThings,Forms,13,1831,16.6%,11013,9159
LivingThings,Shapes,5,6769,61.5%,11013,14707
LivingThings,NaturalPhenomena,none,0,0.0%,11013,959
LivingThings,Information,none,0,0.0%,11013,6050
LivingThings,VisualInfo,none,0,0.0%,11013,1085
LivingThings,AVInfo,none,0,0.0%,11013,1526
LivingThings,WrittenInfo,none,0,0.0%,11013,1909
LivingThings,StructuredInfo,none,0,0.0%,11013,2108
LivingThings,AudioInfo,none,0,0.0%,11013,453
LivingThings,OrganicChemistry,21,143,1.3%,11013,929
LivingThings,LivingThings,0,---,---,11013,11013
LivingThings,Eukaryotes,1.1,---,---,11013,9593
LivingThings,Plants,1.1,---,---,11013,2303
LivingThings,Animals,1.1,---,---,11013,7087
LivingThings,OrganicMatter,1.1,---,---,11013,21374
LivingThings,Persons,17,635,5.8%,11013,3641
LivingThings,Agents,17,644,5.8%,11013,8662
LivingThings,Diseases,1.1,---,---,11013,922
LivingThings,Organizations,25,19,0.2%,11013,4848
LivingThings,ProtistsFungus,1.1,---,---,11013,187
LivingThings,BiologicalProcesses,25,25,0.2%,11013,295
LivingThings,Geopolitical,none,0,0.0%,11013,2049
LivingThings,Prokaryotes,1.1,---,---,11013,273
LivingThings,TopicsCategories,25,25,0.2%,11013,1456
LivingThings,EconomicSystems,none,0,0.0%,11013,1159
LivingThings,EmergentKnowledge,none,0,0.0%,11013,179
LivingThings,InquiryMethods,none,2,0.0%,11013,652
LivingThings,LearningProcesses,25,23,0.2%,11013,1799
LivingThings,SocialSystems,25,23,0.2%,11013,5524
LivingThings,Society,none,0,0.0%,11013,4486
LivingThings,Artifacts,6,6388,58.0%,11013,30947
LivingThings,FoodDrink,15,1082,9.8%,11013,2175
LivingThings,Facilities,none,0,0.0%,11013,2063
LivingThings,Products,6,6381,57.9%,11013,25534
LivingThings,PrimarySectorProduct,17,583,5.3%,11013,3383
LivingThings,SecondarySectorProduct,6,5902,53.6%,11013,19662
LivingThings,TertiarySectorService,none,0,0.0%,11013,3258
LivingThings,Drugs,24,31,0.3%,11013,1701
Eukaryotes,Times,none,0,0.0%,9593,560
Eukaryotes,TimeTypes,none,0,0.0%,9593,8142
Eukaryotes,EventTypes,none,0,0.0%,9593,7679
Eukaryotes,Chemistry,none,0,0.0%,9593,881
Eukaryotes,NaturalMatter,none,0,0.0%,9593,2675
Eukaryotes,AtomsElements,none,0,0.0%,9593,508
Eukaryotes,NaturalSubstances,none,0,0.0%,9593,1796
Eukaryotes,ActionTypes,17,550,5.7%,9593,9514
Eukaryotes,SituationTypes,17,559,5.8%,9593,7049
Eukaryotes,LocationPlace,none,0,0.0%,9593,4396
Eukaryotes,AreaRegion,none,0,0.0%,9593,2079
Eukaryotes,Places,none,0,0.0%,9593,8063
Eukaryotes,SpaceTypes,2,9367,97.6%,9593,33756
Eukaryotes,Forms,13,1815,18.9%,9593,9159
Eukaryotes,Shapes,5,6340,66.1%,9593,14707
Eukaryotes,NaturalPhenomena,none,0,0.0%,9593,959
Eukaryotes,Information,none,0,0.0%,9593,6050
Eukaryotes,VisualInfo,none,0,0.0%,9593,1085
Eukaryotes,AVInfo,none,0,0.0%,9593,1526
Eukaryotes,WrittenInfo,none,0,0.0%,9593,1909
Eukaryotes,StructuredInfo,none,0,0.0%,9593,2108
Eukaryotes,AudioInfo,none,0,0.0%,9593,453
Eukaryotes,OrganicChemistry,24,27,0.3%,9593,929
Eukaryotes,LivingThings,1.1,---,---,9593,11013
Eukaryotes,Eukaryotes,0,---,---,9593,9593
Eukaryotes,Plants,1.1,---,---,9593,2303
Eukaryotes,Animals,1.1,---,---,9593,7087
Eukaryotes,OrganicMatter,1.1,---,---,9593,21374
Eukaryotes,Persons,16,618,6.4%,9593,3641
Eukaryotes,Agents,16,627,6.5%,9593,8662
Eukaryotes,Diseases,25,19,0.2%,9593,922
Eukaryotes,Organizations,25,19,0.2%,9593,4848
Eukaryotes,ProtistsFungus,1.1,---,---,9593,187
Eukaryotes,BiologicalProcesses,none,0,0.0%,9593,295
Eukaryotes,Geopolitical,none,0,0.0%,9593,2049
Eukaryotes,Prokaryotes,none,0,0.0%,9593,273
Eukaryotes,TopicsCategories,25,22,0.2%,9593,1456
Eukaryotes,EconomicSystems,none,0,0.0%,9593,1159
Eukaryotes,EmergentKnowledge,none,0,0.0%,9593,179
Eukaryotes,InquiryMethods,none,0,0.0%,9593,652
Eukaryotes,LearningProcesses,none,0,0.0%,9593,1799
Eukaryotes,SocialSystems,none,0,0.0%,9593,5524
Eukaryotes,Society,none,0,0.0%,9593,4486
Eukaryotes,Artifacts,5,6278,65.4%,9593,30947
Eukaryotes,FoodDrink,14,1082,11.3%,9593,2175
Eukaryotes,Facilities,none,0,0.0%,9593,2063
Eukaryotes,Products,5,6275,65.4%,9593,25534
Eukaryotes,PrimarySectorProduct,17,481,5.0%,9593,3383
Eukaryotes,SecondarySectorProduct,5,5898,61.5%,9593,19662
Eukaryotes,TertiarySectorService,none,0,0.0%,9593,3258
Eukaryotes,Drugs,24,31,0.3%,9593,1701
Plants,Times,none,0,0.0%,2303,560
Plants,TimeTypes,none,0,0.0%,2303,8142
Plants,EventTypes,none,0,0.0%,2303,7679
Plants,Chemistry,none,0,0.0%,2303,881
Plants,NaturalMatter,none,0,0.0%,2303,2675
Plants,AtomsElements,none,0,0.0%,2303,508
Plants,NaturalSubstances,none,0,0.0%,2303,1796
Plants,ActionTypes,23,13,0.6%,2303,9514
Plants,SituationTypes,none,1,0.0%,2303,7049
Plants,LocationPlace,none,0,0.0%,2303,4396
Plants,AreaRegion,none,0,0.0%,2303,2079
Plants,Places,none,0,0.0%,2303,8063
Plants,SpaceTypes,2,2236,97.1%,2303,33756
Plants,Forms,13,356,15.5%,2303,9159
Plants,Shapes,19,67,2.9%,2303,14707
Plants,NaturalPhenomena,none,0,0.0%,2303,959
Plants,Information,none,0,0.0%,2303,6050
Plants,VisualInfo,none,0,0.0%,2303,1085
Plants,AVInfo,none,0,0.0%,2303,1526
Plants,WrittenInfo,none,0,0.0%,2303,1909
Plants,StructuredInfo,none,0,0.0%,2303,2108
Plants,AudioInfo,none,0,0.0%,2303,453
Plants,OrganicChemistry,21,27,1.2%,2303,929
Plants,LivingThings,1.1,---,---,2303,11013
Plants,Eukaryotes,1.1,---,---,2303,9593
Plants,Plants,0,---,---,2303,2303
Plants,Animals,none,0,0.0%,2303,7087
Plants,OrganicMatter,1.1,---,---,2303,21374
Plants,Persons,none,0,0.0%,2303,3641
Plants,Agents,none,0,0.0%,2303,8662
Plants,Diseases,none,0,0.0%,2303,922
Plants,Organizations,none,0,0.0%,2303,4848
Plants,ProtistsFungus,none,0,0.0%,2303,187
Plants,BiologicalProcesses,none,0,0.0%,2303,295
Plants,Geopolitical,none,0,0.0%,2303,2049
Plants,Prokaryotes,none,0,0.0%,2303,273
Plants,TopicsCategories,24,7,0.3%,2303,1456
Plants,EconomicSystems,none,0,0.0%,2303,1159
Plants,EmergentKnowledge,none,0,0.0%,2303,179
Plants,InquiryMethods,none,0,0.0%,2303,652
Plants,LearningProcesses,none,0,0.0%,2303,1799
Plants,SocialSystems,none,0,0.0%,2303,5524
Plants,Society,none,0,0.0%,2303,4486
Plants,Artifacts,2,2222,96.5%,2303,30947
Plants,FoodDrink,12,507,22.0%,2303,2175
Plants,Facilities,none,0,0.0%,2303,2063
Plants,Products,2,2219,96.4%,2303,25534
Plants,PrimarySectorProduct,17,94,4.1%,2303,3383
Plants,SecondarySectorProduct,2,2218,96.3%,2303,19662
Plants,TertiarySectorService,none,0,0.0%,2303,3258
Plants,Drugs,21,27,1.2%,2303,1701
Animals,Times,none,0,0.0%,7087,560
Animals,TimeTypes,none,0,0.0%,7087,8142
Animals,EventTypes,none,0,0.0%,7087,7679
Animals,Chemistry,none,0,0.0%,7087,881
Animals,NaturalMatter,none,0,0.0%,7087,2675
Animals,AtomsElements,none,0,0.0%,7087,508
Animals,NaturalSubstances,none,0,0.0%,7087,1796
Animals,ActionTypes,16,537,7.6%,7087,9514
Animals,SituationTypes,16,558,7.9%,7087,7049
Animals,LocationPlace,none,0,0.0%,7087,4396
Animals,AreaRegion,none,0,0.0%,7087,2079
Animals,Places,none,0,0.0%,7087,8063
Animals,SpaceTypes,2,6944,98.0%,7087,33756
Animals,Forms,12,1441,20.3%,7087,9159
Animals,Shapes,3,6221,87.8%,7087,14707
Animals,NaturalPhenomena,none,0,0.0%,7087,959
Animals,Information,none,0,0.0%,7087,6050
Animals,VisualInfo,none,0,0.0%,7087,1085
Animals,AVInfo,none,0,0.0%,7087,1526
Animals,WrittenInfo,none,0,0.0%,7087,1909
Animals,StructuredInfo,none,0,0.0%,7087,2108
Animals,AudioInfo,none,0,0.0%,7087,453
Animals,OrganicChemistry,none,0,0.0%,7087,929
Animals,LivingThings,1.1,---,---,7087,11013
Animals,Eukaryotes,1.1,---,---,7087,9593
Animals,Plants,none,0,0.0%,7087,2303
Animals,Animals,0,---,---,7087,7087
Animals,OrganicMatter,1.1,---,---,7087,21374
Animals,Persons,15,618,8.7%,7087,3641
Animals,Agents,15,627,8.8%,7087,8662
Animals,Diseases,25,16,0.2%,7087,922
Animals,Organizations,24,19,0.3%,7087,4848
Animals,ProtistsFungus,none,0,0.0%,7087,187
Animals,BiologicalProcesses,none,0,0.0%,7087,295
Animals,Geopolitical,none,0,0.0%,7087,2049
Animals,Prokaryotes,none,0,0.0%,7087,273
Animals,TopicsCategories,25,15,0.2%,7087,1456
Animals,EconomicSystems,none,0,0.0%,7087,1159
Animals,EmergentKnowledge,none,0,0.0%,7087,179
Animals,InquiryMethods,none,0,0.0%,7087,652
Animals,LearningProcesses,none,0,0.0%,7087,1799
Animals,SocialSystems,none,0,0.0%,7087,5524
Animals,Society,none,0,0.0%,7087,4486
Animals,Artifacts,6,4011,56.6%,7087,30947
Animals,FoodDrink,16,530,7.5%,7087,2175
Animals,Facilities,none,0,0.0%,7087,2063
Animals,Products,6,4011,56.6%,7087,25534
Animals,PrimarySectorProduct,17,387,5.5%,7087,3383
Animals,SecondarySectorProduct,6,3635,51.3%,7087,19662
Animals,TertiarySectorService,none,0,0.0%,7087,3258
Animals,Drugs,none,0,0.0%,7087,1701
OrganicMatter,Times,none,0,0.0%,21374,560
OrganicMatter,TimeTypes,20,357,1.7%,21374,8142
OrganicMatter,EventTypes,20,357,1.7%,21374,7679
OrganicMatter,Chemistry,22,181,0.8%,21374,881
OrganicMatter,NaturalMatter,21,220,1.0%,21374,2675
OrganicMatter,AtomsElements,none,1,0.0%,21374,508
OrganicMatter,NaturalSubstances,25,39,0.2%,21374,1796
OrganicMatter,ActionTypes,14,2185,10.2%,21374,9514
OrganicMatter,SituationTypes,14,2760,12.9%,21374,7049
OrganicMatter,LocationPlace,15,2077,9.7%,21374,4396
OrganicMatter,AreaRegion,20,341,1.6%,21374,2079
OrganicMatter,Places,14,2151,10.1%,21374,8063
OrganicMatter,SpaceTypes,3,18961,88.7%,21374,33756
OrganicMatter,Forms,13,3544,16.6%,21374,9159
OrganicMatter,Shapes,9,7531,35.2%,21374,14707
OrganicMatter,NaturalPhenomena,none,2,0.0%,21374,959
OrganicMatter,Information,24,55,0.3%,21374,6050
OrganicMatter,VisualInfo,none,1,0.0%,21374,1085
OrganicMatter,AVInfo,none,1,0.0%,21374,1526
OrganicMatter,WrittenInfo,none,0,0.0%,21374,1909
OrganicMatter,StructuredInfo,none,0,0.0%,21374,2108
OrganicMatter,AudioInfo,none,0,0.0%,21374,453
OrganicMatter,OrganicChemistry,1.1,---,---,21374,929
OrganicMatter,LivingThings,1.1,---,---,21374,11013
OrganicMatter,Eukaryotes,1.1,---,---,21374,9593
OrganicMatter,Plants,1.1,---,---,21374,2303
OrganicMatter,Animals,1.1,---,---,21374,7087
OrganicMatter,OrganicMatter,0,---,---,21374,21374
OrganicMatter,Persons,1.1,---,---,21374,3641
OrganicMatter,Agents,1.1,---,---,21374,8662
OrganicMatter,Diseases,1.1,---,---,21374,922
OrganicMatter,Organizations,1.1,---,---,21374,4848
OrganicMatter,ProtistsFungus,1.1,---,---,21374,187
OrganicMatter,BiologicalProcesses,1.1,---,---,21374,295
OrganicMatter,Geopolitical,1.1,---,---,21374,2049
OrganicMatter,Prokaryotes,1.1,---,---,21374,273
OrganicMatter,TopicsCategories,24,54,0.3%,21374,1456
OrganicMatter,EconomicSystems,none,0,0.0%,21374,1159
OrganicMatter,EmergentKnowledge,none,1,0.0%,21374,179
OrganicMatter,InquiryMethods,none,4,0.0%,21374,652
OrganicMatter,LearningProcesses,26,23,0.1%,21374,1799
OrganicMatter,SocialSystems,18,792,3.7%,21374,5524
OrganicMatter,Society,18,768,3.6%,21374,4486
OrganicMatter,Artifacts,9,8287,38.8%,21374,30947
OrganicMatter,FoodDrink,15,1722,8.1%,21374,2175
OrganicMatter,Facilities,26,16,0.1%,21374,2063
OrganicMatter,Products,9,8210,38.4%,21374,25534
OrganicMatter,PrimarySectorProduct,16,1666,7.8%,21374,3383
OrganicMatter,SecondarySectorProduct,10,6855,32.1%,21374,19662
OrganicMatter,TertiarySectorService,none,0,0.0%,21374,3258
OrganicMatter,Drugs,21,288,1.3%,21374,1701
Persons,Times,none,0,0.0%,3641,560
Persons,TimeTypes,none,0,0.0%,3641,8142
Persons,EventTypes,none,0,0.0%,3641,7679
Persons,Chemistry,none,0,0.0%,3641,881
Persons,NaturalMatter,none,0,0.0%,3641,2675
Persons,AtomsElements,none,0,0.0%,3641,508
Persons,NaturalSubstances,none,0,0.0%,3641,1796
Persons,ActionTypes,7,1744,47.9%,3641,9514
Persons,SituationTypes,7,1744,47.9%,3641,7049
Persons,LocationPlace,none,0,0.0%,3641,4396
Persons,AreaRegion,none,0,0.0%,3641,2079
Persons,Places,none,0,0.0%,3641,8063
Persons,SpaceTypes,4,2705,74.3%,3641,33756
Persons,Forms,8,1460,40.1%,3641,9159
Persons,Shapes,26,2,0.1%,3641,14707
Persons,NaturalPhenomena,none,0,0.0%,3641,959
Persons,Information,none,0,0.0%,3641,6050
Persons,VisualInfo,none,0,0.0%,3641,1085
Persons,AVInfo,none,0,0.0%,3641,1526
Persons,WrittenInfo,none,0,0.0%,3641,1909
Persons,StructuredInfo,none,0,0.0%,3641,2108
Persons,AudioInfo,none,0,0.0%,3641,453
Persons,OrganicChemistry,none,0,0.0%,3641,929
Persons,LivingThings,13,635,17.4%,3641,11013
Persons,Eukaryotes,13,618,17.0%,3641,9593
Persons,Plants,none,0,0.0%,3641,2303
Persons,Animals,13,618,17.0%,3641,7087
Persons,OrganicMatter,1.1,---,---,3641,21374
Persons,Persons,0,---,---,3641,3641
Persons,Agents,1.1,---,---,3641,8662
Persons,Diseases,none,0,0.0%,3641,922
Persons,Organizations,21,49,1.3%,3641,4848
Persons,ProtistsFungus,none,0,0.0%,3641,187
Persons,BiologicalProcesses,none,0,0.0%,3641,295
Persons,Geopolitical,none,0,0.0%,3641,2049
Persons,Prokaryotes,none,0,0.0%,3641,273
Persons,TopicsCategories,none,0,0.0%,3641,1456
Persons,EconomicSystems,none,0,0.0%,3641,1159
Persons,EmergentKnowledge,none,0,0.0%,3641,179
Persons,InquiryMethods,none,0,0.0%,3641,652
Persons,LearningProcesses,none,0,0.0%,3641,1799
Persons,SocialSystems,13,709,19.5%,3641,5524
Persons,Society,13,709,19.5%,3641,4486
Persons,Artifacts,none,0,0.0%,3641,30947
Persons,FoodDrink,none,0,0.0%,3641,2175
Persons,Facilities,none,0,0.0%,3641,2063
Persons,Products,none,0,0.0%,3641,25534
Persons,PrimarySectorProduct,none,0,0.0%,3641,3383
Persons,SecondarySectorProduct,none,0,0.0%,3641,19662
Persons,TertiarySectorService,none,0,0.0%,3641,3258
Persons,Drugs,none,0,0.0%,3641,1701
Agents,Times,none,0,0.0%,8662,560
Agents,TimeTypes,none,0,0.0%,8662,8142
Agents,EventTypes,none,0,0.0%,8662,7679
Agents,Chemistry,none,0,0.0%,8662,881
Agents,NaturalMatter,none,0,0.0%,8662,2675
Agents,AtomsElements,none,0,0.0%,8662,508
Agents,NaturalSubstances,none,0,0.0%,8662,1796
Agents,ActionTypes,12,1760,20.3%,8662,9514
Agents,SituationTypes,12,1801,20.8%,8662,7049
Agents,LocationPlace,12,2073,23.9%,8662,4396
Agents,AreaRegion,18,311,3.6%,8662,2079
Agents,Places,12,2098,24.2%,8662,8063
Agents,SpaceTypes,3,7411,85.6%,8662,33756
Agents,Forms,13,1484,17.1%,8662,9159
Agents,Shapes,none,3,0.0%,8662,14707
Agents,NaturalPhenomena,none,0,0.0%,8662,959
Agents,Information,none,0,0.0%,8662,6050
Agents,VisualInfo,none,0,0.0%,8662,1085
Agents,AVInfo,none,0,0.0%,8662,1526
Agents,WrittenInfo,none,0,0.0%,8662,1909
Agents,StructuredInfo,none,0,0.0%,8662,2108
Agents,AudioInfo,none,0,0.0%,8662,453
Agents,OrganicChemistry,none,0,0.0%,8662,929
Agents,LivingThings,16,644,7.4%,8662,11013
Agents,Eukaryotes,16,627,7.2%,8662,9593
Agents,Plants,none,0,0.0%,8662,2303
Agents,Animals,16,627,7.2%,8662,7087
Agents,OrganicMatter,1.1,---,---,8662,21374
Agents,Persons,1.1,---,---,8662,3641
Agents,Agents,0,---,---,8662,8662
Agents,Diseases,none,0,0.0%,8662,922
