,,,,count,size_1,r1,r2,kko_1,size_2,kko_2,kko_1 %,kko_2 %,,,remaining STs,count,,
4,9,7,7,36,8063,12,17,Places,6050,Information,0.4%,0.6%,,,,,,
4,9,7,7,10,8063,12,18,Places,1085,VisualInfo,0.1%,0.9%,,,,,,
4,9,7,7,10,8063,12,19,Places,1526,AVInfo,0.1%,0.7%,,,,,,
4,9,7,7,0,8063,12,20,Places,1909,WrittenInfo,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,21,Places,2108,StructuredInfo,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,22,Places,453,AudioInfo,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,23,Places,929,OrganicChemistry,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,24,Places,11013,LivingThings,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,25,Places,9593,Eukaryotes,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,26,Places,2303,Plants,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,27,Places,7087,Animals,0.0%,0.0%,,,,,,
4,9,7,7,2151,8063,12,28,Places,21374,OrganicMatter,26.7%,10.1%,,,,,,
4,9,7,7,0,8063,12,29,Places,3641,Persons,0.0%,0.0%,,,,,,
4,9,7,7,2098,8063,12,30,Places,8662,Agents,26.0%,24.2%,,,,,,
4,9,7,7,0,8063,12,31,Places,922,Diseases,0.0%,0.0%,,,,,,
4,9,7,7,2090,8063,12,32,Places,4848,Organizations,25.9%,43.1%,,,,,,
4,9,7,7,0,8063,12,33,Places,187,ProtistsFungus,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,34,Places,295,BiologicalProcesses,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,36,Places,273,Prokaryotes,0.0%,0.0%,,,,,,
4,9,7,7,438,8063,12,37,Places,1456,TopicsCategories,5.4%,30.1%,,,,,,
4,9,7,7,3,8063,12,38,Places,1159,EconomicSystems,0.0%,0.3%,,,,,,
4,9,7,7,0,8063,12,39,Places,179,EmergentKnowledge,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,40,Places,652,InquiryMethods,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,41,Places,1799,LearningProcesses,0.0%,0.0%,,,,,,
4,9,7,7,131,8063,12,42,Places,5524,SocialSystems,1.6%,2.4%,,,,,,
4,9,7,7,128,8063,12,43,Places,4486,Society,1.6%,2.9%,,,,,,
4,9,7,7,4233,8063,12,44,Places,30947,Artifacts,52.5%,13.7%,,,,,,
4,9,7,7,0,8063,12,45,Places,2175,FoodDrink,0.0%,0.0%,,,,,,
4,9,7,7,1725,8063,12,46,Places,2063,Facilities,21.4%,83.6%,,,,,,
4,9,7,7,3588,8063,12,47,Places,25534,Products,44.5%,14.1%,,,,,,
4,9,7,7,134,8063,12,48,Places,3383,PrimarySectorProduct,1.7%,4.0%,,,,,,
4,9,7,7,2708,8063,12,49,Places,19662,SecondarySectorProduct,33.6%,13.8%,,,,,,
4,9,7,7,213,8063,12,50,Places,3258,TertiarySectorService,2.6%,6.5%,,,,,,
4,9,7,7,0,8063,12,51,Places,1701,Drugs,0.0%,0.0%,,,,,,
4,4,4,4,0,33756,13,1,SpaceTypes,560,Times,0.0%,0.0%,,,,,,
4,4,4,4,2029,33756,13,2,SpaceTypes,8142,TimeTypes,6.0%,24.9%,,,,,,
4,4,4,4,2013,33756,13,3,SpaceTypes,7679,EventTypes,6.0%,26.2%,,,,,,
4,4,4,4,187,33756,13,4,SpaceTypes,881,Chemistry,0.6%,21.2%,,,,,,
4,4,4,4,1433,33756,13,5,SpaceTypes,2675,NaturalMatter,4.2%,53.6%,,,,,,
4,4,4,4,166,33756,13,6,SpaceTypes,508,AtomsElements,0.5%,32.7%,,,,,,
4,4,4,4,1143,33756,13,7,SpaceTypes,1796,NaturalSubstances,3.4%,63.6%,,,,,,
4,4,4,4,3378,33756,13,8,SpaceTypes,9514,ActionTypes,10.0%,35.5%,,,,,,
4,4,4,4,6651,33756,13,9,SpaceTypes,7049,SituationTypes,19.7%,94.4%,,,,,,
4,4,4,4,694,33756,13,16,SpaceTypes,959,NaturalPhenomena,2.1%,72.4%,,,,,,
4,4,4,4,3170,33756,13,17,SpaceTypes,6050,Information,9.4%,52.4%,,,,,,
4,4,4,4,866,33756,13,18,SpaceTypes,1085,VisualInfo,2.6%,79.8%,,,,,,
4,4,4,4,1260,33756,13,19,SpaceTypes,1526,AVInfo,3.7%,82.6%,,,,,,
4,4,4,4,1288,33756,13,20,SpaceTypes,1909,WrittenInfo,3.8%,67.5%,,,,,,
4,4,4,4,1292,33756,13,21,SpaceTypes,2108,StructuredInfo,3.8%,61.3%,,,,,,
4,4,4,4,416,33756,13,22,SpaceTypes,453,AudioInfo,1.2%,91.8%,,,,,,
4,4,4,4,579,33756,13,23,SpaceTypes,929,OrganicChemistry,1.7%,62.3%,,,,,,
4,4,4,4,10710,33756,13,24,SpaceTypes,11013,LivingThings,31.7%,97.2%,,,,,,
4,4,4,4,9367,33756,13,25,SpaceTypes,9593,Eukaryotes,27.7%,97.6%,,,,,,
4,4,4,4,2236,33756,13,26,SpaceTypes,2303,Plants,6.6%,97.1%,,,,,,
4,4,4,4,6944,33756,13,27,SpaceTypes,7087,Animals,20.6%,98.0%,,,,,,
4,4,4,4,18961,33756,13,28,SpaceTypes,21374,OrganicMatter,56.2%,88.7%,,,,,,
4,4,4,4,2705,33756,13,29,SpaceTypes,3641,Persons,8.0%,74.3%,,,,,,
4,4,4,4,7411,33756,13,30,SpaceTypes,8662,Agents,22.0%,85.6%,,,,,,
4,4,4,4,887,33756,13,31,SpaceTypes,922,Diseases,2.6%,96.2%,,,,,,
4,4,4,4,4728,33756,13,32,SpaceTypes,4848,Organizations,14.0%,97.5%,,,,,,
4,4,4,4,25,33756,13,34,SpaceTypes,295,BiologicalProcesses,0.1%,8.5%,,,,,,
4,4,4,4,794,33756,13,37,SpaceTypes,1456,TopicsCategories,2.4%,54.5%,,,,,,
4,4,4,4,244,33756,13,38,SpaceTypes,1159,EconomicSystems,0.7%,21.1%,,,,,,
4,4,4,4,72,33756,13,39,SpaceTypes,179,EmergentKnowledge,0.2%,40.2%,,,,,,
4,4,4,4,492,33756,13,40,SpaceTypes,652,InquiryMethods,1.5%,75.5%,,,,,,
4,4,4,4,483,33756,13,41,SpaceTypes,1799,LearningProcesses,1.4%,26.8%,,,,,,
4,4,4,4,1228,33756,13,42,SpaceTypes,5524,SocialSystems,3.6%,22.2%,,,,,,
4,4,4,4,963,33756,13,43,SpaceTypes,4486,Society,2.9%,21.5%,,,,,,
4,4,4,4,18299,33756,13,44,SpaceTypes,30947,Artifacts,54.2%,59.1%,,,,,,
4,4,4,4,1725,33756,13,45,SpaceTypes,2175,FoodDrink,5.1%,79.3%,,,,,,
4,4,4,4,1988,33756,13,46,SpaceTypes,2063,Facilities,5.9%,96.4%,,,,,,
4,4,4,4,16532,33756,13,47,SpaceTypes,25534,Products,49.0%,64.7%,,,,,,
4,4,4,4,1691,33756,13,48,SpaceTypes,3383,PrimarySectorProduct,5.0%,50.0%,,,,,,
4,4,4,4,14150,33756,13,49,SpaceTypes,19662,SecondarySectorProduct,41.9%,72.0%,,,,,,
4,4,4,4,1046,33756,13,50,SpaceTypes,3258,TertiarySectorService,3.1%,32.1%,,,,,,
4,4,4,4,294,33756,13,51,SpaceTypes,1701,Drugs,0.9%,17.3%,,,,,,
4,6,6,6,0,9159,14,1,Forms,560,Times,0.0%,0.0%,,,,,,
4,6,6,6,180,9159,14,2,Forms,8142,TimeTypes,2.0%,2.2%,,,,,,
4,6,6,6,164,9159,14,3,Forms,7679,EventTypes,1.8%,2.1%,,,,,,
4,6,6,6,29,9159,14,4,Forms,881,Chemistry,0.3%,3.3%,,,,,,
4,6,6,6,771,9159,14,5,Forms,2675,NaturalMatter,8.4%,28.8%,,,,,,
4,6,6,6,28,9159,14,6,Forms,508,AtomsElements,0.3%,5.5%,,,,,,
4,6,6,6,745,9159,14,7,Forms,1796,NaturalSubstances,8.1%,41.5%,,,,,,
4,6,6,6,909,9159,14,8,Forms,9514,ActionTypes,9.9%,9.6%,,,,,,
4,6,6,6,2052,9159,14,9,Forms,7049,SituationTypes,22.4%,29.1%,,,,,,
4,6,6,6,1706,9159,14,10,Forms,4396,LocationPlace,18.6%,38.8%,,,,,,
4,6,6,6,838,9159,14,11,Forms,2079,AreaRegion,9.1%,40.3%,,,,,,
4,6,6,6,3229,9159,14,12,Forms,8063,Places,35.3%,40.0%,,,,,,
4,6,6,6,4158,9159,14,15,Forms,14707,Shapes,45.4%,28.3%,,,,,,
4,6,6,6,177,9159,14,16,Forms,959,NaturalPhenomena,1.9%,18.5%,,,,,,
4,6,6,6,194,9159,14,17,Forms,6050,Information,2.1%,3.2%,,,,,,
4,6,6,6,171,9159,14,18,Forms,1085,VisualInfo,1.9%,15.8%,,,,,,
4,6,6,6,171,9159,14,19,Forms,1526,AVInfo,1.9%,11.2%,,,,,,
4,6,6,6,19,9159,14,20,Forms,1909,WrittenInfo,0.2%,1.0%,,,,,,
4,6,6,6,20,9159,14,21,Forms,2108,StructuredInfo,0.2%,0.9%,,,,,,
4,6,6,6,0,9159,14,22,Forms,453,AudioInfo,0.0%,0.0%,,,,,,
4,6,6,6,36,9159,14,23,Forms,929,OrganicChemistry,0.4%,3.9%,,,,,,
4,6,6,6,1831,9159,14,24,Forms,11013,LivingThings,20.0%,16.6%,,,,,,
4,6,6,6,1815,9159,14,25,Forms,9593,Eukaryotes,19.8%,18.9%,,,,,,
4,6,6,6,356,9159,14,26,Forms,2303,Plants,3.9%,15.5%,,,,,,
4,6,6,6,1441,9159,14,27,Forms,7087,Animals,15.7%,20.3%,,,,,,
4,6,6,6,3544,9159,14,28,Forms,21374,OrganicMatter,38.7%,16.6%,,,,,,
4,6,6,6,1460,9159,14,29,Forms,3641,Persons,15.9%,40.1%,,,,,,
4,6,6,6,1484,9159,14,30,Forms,8662,Agents,16.2%,17.1%,,,,,,
4,6,6,6,3,9159,14,31,Forms,922,Diseases,0.0%,0.3%,,,,,,
4,6,6,6,50,9159,14,32,Forms,4848,Organizations,0.5%,1.0%,,,,,,
4,6,6,6,18,9159,14,33,Forms,187,ProtistsFungus,0.2%,9.6%,,,,,,
4,6,6,6,0,9159,14,34,Forms,295,BiologicalProcesses,0.0%,0.0%,,,,,,
4,6,6,6,23,9159,14,35,Forms,2049,Geopolitical,0.3%,1.1%,,,,,,
4,6,6,6,0,9159,14,36,Forms,273,Prokaryotes,0.0%,0.0%,,,,,,
4,6,6,6,590,9159,14,37,Forms,1456,TopicsCategories,6.4%,40.5%,,,,,,
4,6,6,6,8,9159,14,38,Forms,1159,EconomicSystems,0.1%,0.7%,,,,,,
4,6,6,6,0,9159,14,39,Forms,179,EmergentKnowledge,0.0%,0.0%,,,,,,
4,6,6,6,5,9159,14,40,Forms,652,InquiryMethods,0.1%,0.8%,,,,,,
4,6,6,6,4,9159,14,41,Forms,1799,LearningProcesses,0.0%,0.2%,,,,,,
4,6,6,6,660,9159,14,42,Forms,5524,SocialSystems,7.2%,11.9%,,,,,,
4,6,6,6,652,9159,14,43,Forms,4486,Society,7.1%,14.5%,,,,,,
4,6,6,6,5852,9159,14,44,Forms,30947,Artifacts,63.9%,18.9%,,,,,,
4,6,6,6,1453,9159,14,45,Forms,2175,FoodDrink,15.9%,66.8%,,,,,,
4,6,6,6,731,9159,14,46,Forms,2063,Facilities,8.0%,35.4%,,,,,,
4,6,6,6,5534,9159,14,47,Forms,25534,Products,60.4%,21.7%,,,,,,
4,6,6,6,520,9159,14,48,Forms,3383,PrimarySectorProduct,5.7%,15.4%,,,,,,
4,6,6,6,4694,9159,14,49,Forms,19662,SecondarySectorProduct,51.3%,23.9%,,,,,,
4,6,6,6,168,9159,14,50,Forms,3258,TertiarySectorService,1.8%,5.2%,,,,,,
4,6,6,6,48,9159,14,51,Forms,1701,Drugs,0.5%,2.8%,,,,,,
4,10,8,8,0,14707,15,1,Shapes,560,Times,0.0%,0.0%,,,,,,
4,10,8,8,219,14707,15,2,Shapes,8142,TimeTypes,1.5%,2.7%,,,,,,
4,10,8,8,203,14707,15,3,Shapes,7679,EventTypes,1.4%,2.6%,,,,,,
4,10,8,8,144,14707,15,4,Shapes,881,Chemistry,1.0%,16.3%,,,,,,
4,10,8,8,422,14707,15,5,Shapes,2675,NaturalMatter,2.9%,15.8%,,,,,,
4,10,8,8,150,14707,15,6,Shapes,508,AtomsElements,1.0%,29.5%,,,,,,
4,10,8,8,171,14707,15,7,Shapes,1796,NaturalSubstances,1.2%,9.5%,,,,,,
4,10,8,8,376,14707,15,8,Shapes,9514,ActionTypes,2.6%,4.0%,,,,,,
4,10,8,8,1056,14707,15,9,Shapes,7049,SituationTypes,7.2%,15.0%,,,,,,
4,10,8,8,360,14707,15,10,Shapes,4396,LocationPlace,2.4%,8.2%,,,,,,
4,10,8,8,137,14707,15,11,Shapes,2079,AreaRegion,0.9%,6.6%,,,,,,
4,10,8,8,2509,14707,15,12,Shapes,8063,Places,17.1%,31.1%,,,,,,
4,10,8,8,4158,14707,15,14,Shapes,9159,Forms,28.3%,45.4%,,,,,,
4,10,8,8,56,14707,15,16,Shapes,959,NaturalPhenomena,0.4%,5.8%,,,,,,
4,10,8,8,893,14707,15,17,Shapes,6050,Information,6.1%,14.8%,,,,,,
4,10,8,8,537,14707,15,18,Shapes,1085,VisualInfo,3.7%,49.5%,,,,,,
4,10,8,8,544,14707,15,19,Shapes,1526,AVInfo,3.7%,35.6%,,,,,,
4,10,8,8,359,14707,15,20,Shapes,1909,WrittenInfo,2.4%,18.8%,,,,,,
4,10,8,8,373,14707,15,21,Shapes,2108,StructuredInfo,2.5%,17.7%,,,,,,
4,10,8,8,9,14707,15,22,Shapes,453,AudioInfo,0.1%,2.0%,,,,,,
4,10,8,8,549,14707,15,23,Shapes,929,OrganicChemistry,3.7%,59.1%,,,,,,
4,10,8,8,6769,14707,15,24,Shapes,11013,LivingThings,46.0%,61.5%,,,,,,
4,10,8,8,6340,14707,15,25,Shapes,9593,Eukaryotes,43.1%,66.1%,,,,,,
4,10,8,8,67,14707,15,26,Shapes,2303,Plants,0.5%,2.9%,,,,,,
4,10,8,8,6221,14707,15,27,Shapes,7087,Animals,42.3%,87.8%,,,,,,
4,10,8,8,7531,14707,15,28,Shapes,21374,OrganicMatter,51.2%,35.2%,,,,,,
4,10,8,8,2,14707,15,29,Shapes,3641,Persons,0.0%,0.1%,,,,,,
4,10,8,8,3,14707,15,30,Shapes,8662,Agents,0.0%,0.0%,,,,,,
4,10,8,8,15,14707,15,31,Shapes,922,Diseases,0.1%,1.6%,,,,,,
4,10,8,8,0,14707,15,32,Shapes,4848,Organizations,0.0%,0.0%,,,,,,
4,10,8,8,52,14707,15,33,Shapes,187,ProtistsFungus,0.4%,27.8%,,,,,,
4,10,8,8,0,14707,15,34,Shapes,295,BiologicalProcesses,0.0%,0.0%,,,,,,
4,10,8,8,0,14707,15,35,Shapes,2049,Geopolitical,0.0%,0.0%,,,,,,
4,10,8,8,646,14707,15,37,Shapes,1456,TopicsCategories,4.4%,44.4%,,,,,,
4,10,8,8,106,14707,15,38,Shapes,1159,EconomicSystems,0.7%,9.1%,,,,,,
4,10,8,8,0,14707,15,39,Shapes,179,EmergentKnowledge,0.0%,0.0%,,,,,,
4,10,8,8,2,14707,15,40,Shapes,652,InquiryMethods,0.0%,0.3%,,,,,,
4,10,8,8,108,14707,15,41,Shapes,1799,LearningProcesses,0.7%,6.0%,,,,,,
4,10,8,8,204,14707,15,42,Shapes,5524,SocialSystems,1.4%,3.7%,,,,,,
4,10,8,8,99,14707,15,43,Shapes,4486,Society,0.7%,2.2%,,,,,,
4,10,8,8,11360,14707,15,44,Shapes,30947,Artifacts,77.2%,36.7%,,,,,,
4,10,8,8,617,14707,15,45,Shapes,2175,FoodDrink,4.2%,28.4%,,,,,,
4,10,8,8,719,14707,15,46,Shapes,2063,Facilities,4.9%,34.9%,,,,,,
4,10,8,8,10947,14707,15,47,Shapes,25534,Products,74.4%,42.9%,,,,,,
4,10,8,8,1471,14707,15,48,Shapes,3383,PrimarySectorProduct,10.0%,43.5%,,,,,,
4,10,8,8,9636,14707,15,49,Shapes,19662,SecondarySectorProduct,65.5%,49.0%,,,,,,
4,10,8,8,595,14707,15,50,Shapes,3258,TertiarySectorService,4.0%,18.3%,,,,,,
4,10,8,8,232,14707,15,51,Shapes,1701,Drugs,1.6%,13.6%,,,,,,
2,2,2,2,2,959,16,1,NaturalPhenomena,560,Times,0.2%,0.4%,,,,,,
2,2,2,2,864,959,16,2,NaturalPhenomena,8142,TimeTypes,90.1%,10.6%,,,,,,
2,2,2,2,864,959,16,3,NaturalPhenomena,7679,EventTypes,90.1%,11.3%,,,,,,
2,2,2,2,28,959,16,4,NaturalPhenomena,881,Chemistry,2.9%,3.2%,,,,,,
2,2,2,2,32,959,16,5,NaturalPhenomena,2675,NaturalMatter,3.3%,1.2%,,,,,,
2,2,2,2,4,959,16,6,NaturalPhenomena,508,AtomsElements,0.4%,0.8%,,,,,,
2,2,2,2,0,959,16,7,NaturalPhenomena,1796,NaturalSubstances,0.0%,0.0%,,,,,,
2,2,2,2,157,959,16,8,NaturalPhenomena,9514,ActionTypes,16.4%,1.7%,,,,,,
2,2,2,2,91,959,16,9,NaturalPhenomena,7049,SituationTypes,9.5%,1.3%,,,,,,
2,2,2,2,0,959,16,10,NaturalPhenomena,4396,LocationPlace,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,11,NaturalPhenomena,2079,AreaRegion,0.0%,0.0%,,,,,,
2,2,2,2,1,959,16,12,NaturalPhenomena,8063,Places,0.1%,0.0%,,,,,,
2,2,2,2,694,959,16,13,NaturalPhenomena,33756,SpaceTypes,72.4%,2.1%,,,,,,
2,2,2,2,177,959,16,14,NaturalPhenomena,9159,Forms,18.5%,1.9%,,,,,,
2,2,2,2,56,959,16,15,NaturalPhenomena,14707,Shapes,5.8%,0.4%,,,,,,
2,2,2,2,598,959,16,17,NaturalPhenomena,6050,Information,62.4%,9.9%,,,,,,
2,2,2,2,181,959,16,18,NaturalPhenomena,1085,VisualInfo,18.9%,16.7%,,,,,,
2,2,2,2,573,959,16,19,NaturalPhenomena,1526,AVInfo,59.7%,37.5%,,,,,,
2,2,2,2,0,959,16,20,NaturalPhenomena,1909,WrittenInfo,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,21,NaturalPhenomena,2108,StructuredInfo,0.0%,0.0%,,,,,,
2,2,2,2,395,959,16,22,NaturalPhenomena,453,AudioInfo,41.2%,87.2%,,,,,,
2,2,2,2,2,959,16,23,NaturalPhenomena,929,OrganicChemistry,0.2%,0.2%,,,,,,
2,2,2,2,0,959,16,24,NaturalPhenomena,11013,LivingThings,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,25,NaturalPhenomena,9593,Eukaryotes,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,26,NaturalPhenomena,2303,Plants,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,27,NaturalPhenomena,7087,Animals,0.0%,0.0%,,,,,,
2,2,2,2,2,959,16,28,NaturalPhenomena,21374,OrganicMatter,0.2%,0.0%,,,,,,
2,2,2,2,0,959,16,29,NaturalPhenomena,3641,Persons,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,30,NaturalPhenomena,8662,Agents,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,31,NaturalPhenomena,922,Diseases,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,32,NaturalPhenomena,4848,Organizations,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,33,NaturalPhenomena,187,ProtistsFungus,0.0%,0.0%,,,,,,
2,2,2,2,2,959,16,34,NaturalPhenomena,295,BiologicalProcesses,0.2%,0.7%,,,,,,
2,2,2,2,0,959,16,35,NaturalPhenomena,2049,Geopolitical,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,36,NaturalPhenomena,273,Prokaryotes,0.0%,0.0%,,,,,,
2,2,2,2,87,959,16,37,NaturalPhenomena,1456,TopicsCategories,9.1%,6.0%,,,,,,
2,2,2,2,0,959,16,38,NaturalPhenomena,1159,EconomicSystems,0.0%,0.0%,,,,,,
2,2,2,2,1,959,16,39,NaturalPhenomena,179,EmergentKnowledge,0.1%,0.6%,,,,,,
2,2,2,2,5,959,16,40,NaturalPhenomena,652,InquiryMethods,0.5%,0.8%,,,,,,
2,2,2,2,13,959,16,41,NaturalPhenomena,1799,LearningProcesses,1.4%,0.7%,,,,,,
2,2,2,2,0,959,16,42,NaturalPhenomena,5524,SocialSystems,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,43,NaturalPhenomena,4486,Society,0.0%,0.0%,,,,,,
2,2,2,2,532,959,16,44,NaturalPhenomena,30947,Artifacts,55.5%,1.7%,,,,,,
2,2,2,2,0,959,16,45,NaturalPhenomena,2175,FoodDrink,0.0%,0.0%,,,,,,
2,2,2,2,0,959,16,46,NaturalPhenomena,2063,Facilities,0.0%,0.0%,,,,,,
2,2,2,2,155,959,16,47,NaturalPhenomena,25534,Products,16.2%,0.6%,,,,,,
2,2,2,2,0,959,16,48,NaturalPhenomena,3383,PrimarySectorProduct,0.0%,0.0%,,,,,,
2,2,2,2,133,959,16,49,NaturalPhenomena,19662,SecondarySectorProduct,13.9%,0.7%,,,,,,
2,2,2,2,68,959,16,50,NaturalPhenomena,3258,TertiarySectorService,7.1%,2.1%,,,,,,
2,2,2,2,0,959,16,51,NaturalPhenomena,1701,Drugs,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,1,Information,560,Times,0.0%,0.0%,,,,,,
5.3,18,18,18,1610,6050,17,2,Information,8142,TimeTypes,26.6%,19.8%,,,,,,
5.3,18,18,18,1610,6050,17,3,Information,7679,EventTypes,26.6%,21.0%,,,,,,
5.3,18,18,18,0,6050,17,4,Information,881,Chemistry,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,5,Information,2675,NaturalMatter,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,6,Information,508,AtomsElements,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,7,Information,1796,NaturalSubstances,0.0%,0.0%,,,,,,
5.3,18,18,18,644,6050,17,8,Information,9514,ActionTypes,10.6%,6.8%,,,,,,
5.3,18,18,18,296,6050,17,9,Information,7049,SituationTypes,4.9%,4.2%,,,,,,
5.3,18,18,18,0,6050,17,10,Information,4396,LocationPlace,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,11,Information,2079,AreaRegion,0.0%,0.0%,,,,,,
5.3,18,18,18,36,6050,17,12,Information,8063,Places,0.6%,0.4%,,,,,,
5.3,18,18,18,3170,6050,17,13,Information,33756,SpaceTypes,52.4%,9.4%,,,,,,
5.3,18,18,18,194,6050,17,14,Information,9159,Forms,3.2%,2.1%,,,,,,
5.3,18,18,18,893,6050,17,15,Information,14707,Shapes,14.8%,6.1%,,,,,,
5.3,18,18,18,598,6050,17,16,Information,959,NaturalPhenomena,9.9%,62.4%,,,,,,
5.3,18,18,18,46,6050,17,23,Information,929,OrganicChemistry,0.8%,5.0%,,,,,,
5.3,18,18,18,0,6050,17,24,Information,11013,LivingThings,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,25,Information,9593,Eukaryotes,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,26,Information,2303,Plants,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,27,Information,7087,Animals,0.0%,0.0%,,,,,,
5.3,18,18,18,55,6050,17,28,Information,21374,OrganicMatter,0.9%,0.3%,,,,,,
5.3,18,18,18,0,6050,17,29,Information,3641,Persons,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,30,Information,8662,Agents,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,31,Information,922,Diseases,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,32,Information,4848,Organizations,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,33,Information,187,ProtistsFungus,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,34,Information,295,BiologicalProcesses,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,35,Information,2049,Geopolitical,0.0%,0.0%,,,,,,
5.3,18,18,18,0,6050,17,36,Information,273,Prokaryotes,0.0%,0.0%,,,,,,
5.3,18,18,18,118,6050,17,37,Information,1456,TopicsCategories,2.0%,8.1%,,,,,,
5.3,18,18,18,368,6050,17,38,Information,1159,EconomicSystems,6.1%,31.8%,,,,,,
5.3,18,18,18,69,6050,17,39,Information,179,EmergentKnowledge,1.1%,38.5%,,,,,,
5.3,18,18,18,232,6050,17,40,Information,652,InquiryMethods,3.8%,35.6%,,,,,,
5.3,18,18,18,477,6050,17,41,Information,1799,LearningProcesses,7.9%,26.5%,,,,,,
5.3,18,18,18,2082,6050,17,42,Information,5524,SocialSystems,34.4%,37.7%,,,,,,
5.3,18,18,18,1714,6050,17,43,Information,4486,Society,28.3%,38.2%,,,,,,
5.3,18,18,18,3654,6050,17,44,Information,30947,Artifacts,60.4%,11.8%,,,,,,
5.3,18,18,18,0,6050,17,45,Information,2175,FoodDrink,0.0%,0.0%,,,,,,
5.3,18,18,18,73,6050,17,46,Information,2063,Facilities,1.2%,3.5%,,,,,,
5.3,18,18,18,1954,6050,17,47,Information,25534,Products,32.3%,7.7%,,,,,,
5.3,18,18,18,67,6050,17,48,Information,3383,PrimarySectorProduct,1.1%,2.0%,,,,,,
5.3,18,18,18,1737,6050,17,49,Information,19662,SecondarySectorProduct,28.7%,8.8%,,,,,,
5.3,18,18,18,325,6050,17,50,Information,3258,TertiarySectorService,5.4%,10.0%,,,,,,
5.3,18,18,18,0,6050,17,51,Information,1701,Drugs,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,1,VisualInfo,560,Times,0.0%,0.0%,,,,,,
5.3,18,31,42,360,1085,18,2,VisualInfo,8142,TimeTypes,33.2%,4.4%,,,,,,
5.3,18,31,42,360,1085,18,3,VisualInfo,7679,EventTypes,33.2%,4.7%,,,,,,
5.3,18,31,42,0,1085,18,4,VisualInfo,881,Chemistry,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,5,VisualInfo,2675,NaturalMatter,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,6,VisualInfo,508,AtomsElements,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,7,VisualInfo,1796,NaturalSubstances,0.0%,0.0%,,,,,,
5.3,18,31,42,160,1085,18,8,VisualInfo,9514,ActionTypes,14.7%,1.7%,,,,,,
5.3,18,31,42,19,1085,18,9,VisualInfo,7049,SituationTypes,1.8%,0.3%,,,,,,
5.3,18,31,42,0,1085,18,10,VisualInfo,4396,LocationPlace,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,11,VisualInfo,2079,AreaRegion,0.0%,0.0%,,,,,,
5.3,18,31,42,10,1085,18,12,VisualInfo,8063,Places,0.9%,0.1%,,,,,,
5.3,18,31,42,866,1085,18,13,VisualInfo,33756,SpaceTypes,79.8%,2.6%,,,,,,
5.3,18,31,42,171,1085,18,14,VisualInfo,9159,Forms,15.8%,1.9%,,,,,,
5.3,18,31,42,537,1085,18,15,VisualInfo,14707,Shapes,49.5%,3.7%,,,,,,
5.3,18,31,42,181,1085,18,16,VisualInfo,959,NaturalPhenomena,16.7%,18.9%,,,,,,
5.3,18,31,42,366,1085,18,20,VisualInfo,1909,WrittenInfo,33.7%,19.2%,,,,,,
5.3,18,31,42,407,1085,18,21,VisualInfo,2108,StructuredInfo,37.5%,19.3%,,,,,,
